theta;cos(theta);sin(theta)
-0.785400390625;0.61456298828125;-0.790985107421875
-0.76971435546875;0.626953125;-0.78125
-0.753997802734375;0.639129638671875;-0.771392822265625
-0.73828125;0.740936279296875;-0.6739501953125
-0.72259521484375;0.751434326171875;-0.662353515625
-0.706878662109375;0.761749267578125;-0.650421142578125
-0.691162109375;0.771881103515625;-0.63836669921875
-0.675445556640625;0.781707763671875;-0.626312255859375
-0.659759521484375;0.79144287109375;-0.61395263671875
-0.64404296875;0.801055908203125;-0.601409912109375
-0.628326416015625;0.810455322265625;-0.588836669921875
-0.612640380859375;0.884979248046875;-0.469329833984375
-0.596923828125;0.89227294921875;-0.455413818359375
-0.581207275390625;0.89935302734375;-0.441436767578125
-0.56549072265625;0.90618896484375;-0.427276611328125
-0.5498046875;0.78228759765625;-0.625701904296875
-0.534088134765625;0.792022705078125;-0.6134033203125
-0.51837158203125;0.80157470703125;-0.600860595703125
-0.502655029296875;0.81097412109375;-0.588226318359375
-0.486968994140625;0.885284423828125;-0.46856689453125
-0.47125244140625;0.892578125;-0.454620361328125
-0.455535888671875;0.89959716796875;-0.440643310546875
-0.439849853515625;0.906494140625;-0.426483154296875
-0.42413330078125;0.9129638671875;-0.412261962890625
-0.408416748046875;0.91937255859375;-0.39794921875
-0.3927001953125;0.92547607421875;-0.383331298828125
-0.37701416015625;0.931396484375;-0.368804931640625
-0.361297607421875;0.973907470703125;-0.23468017578125
-0.3455810546875;0.9775390625;-0.21942138671875
-0.32989501953125;0.9808349609375;-0.203948974609375
-0.314178466796875;0.983978271484375;-0.188629150390625
-0.2984619140625;0.913330078125;-0.41162109375
-0.282745361328125;0.919677734375;-0.397186279296875
-0.267059326171875;0.92584228515625;-0.38275146484375
-0.2513427734375;0.9317626953125;-0.36822509765625
-0.235626220703125;0.974151611328125;-0.233795166015625
-0.219940185546875;0.9776611328125;-0.218475341796875
-0.2042236328125;0.98101806640625;-0.203125
-0.188507080078125;0.984161376953125;-0.18780517578125
-0.17279052734375;0.98687744140625;-0.172271728515625
-0.1571044921875;0.989501953125;-0.156829833984375
-0.141387939453125;0.991912841796875;-0.141357421875
-0.12567138671875;0.99407958984375;-0.125762939453125
-0.1099853515625;-0.999542236328125;-0.016357421875
-0.094268798828125;-0.999114990234375;-0.03204345703125
-0.07855224609375;-0.99835205078125;-0.04779052734375
-0.062835693359375;0.984039306640625;-0.186859130859375
-0.047149658203125;0.986846923828125;-0.171478271484375
-0.03143310546875;0.989501953125;-0.15594482421875
-0.015716552734375;0.991790771484375;-0.140350341796875
0.0;-0.99957275390625;0.00128173828125
0.01568603515625;-0.999359130859375;-0.01434326171875
0.031402587890625;-0.9991455078125;-0.030029296875
0.047119140625;-0.99847412109375;-0.0457763671875
0.06280517578125;-0.997589111328125;-0.06146240234375
0.078521728515625;0.998687744140625;0.078460693359375
0.09423828125;0.99737548828125;0.094085693359375
0.109954833984375;0.99578857421875;0.10968017578125
0.125640869140625;0.970367431640625;0.24847412109375
0.141357421875;0.966400146484375;0.26373291015625
0.157073974609375;0.962158203125;0.278778076171875
0.172760009765625;0.95770263671875;0.293792724609375
0.1884765625;0.99969482421875;0.063873291015625
0.204193115234375;0.998565673828125;0.079437255859375
0.21990966796875;0.997222900390625;0.0950927734375
0.235595703125;0.99560546875;0.1107177734375
0.251312255859375;0.97015380859375;0.2493896484375
0.26702880859375;0.9661865234375;0.264556884765625
0.28271484375;0.9619140625;0.27960205078125
0.298431396484375;0.957366943359375;0.294677734375
0.31414794921875;0.952667236328125;0.30963134765625
0.329864501953125;0.94775390625;0.32440185546875
0.345550537109375;0.942535400390625;0.339324951171875
0.36126708984375;0.93707275390625;0.354095458984375
0.376983642578125;0.878265380859375;0.48187255859375
0.392669677734375;0.870635986328125;0.495574951171875
0.40838623046875;0.8626708984375;0.50927734375
0.424102783203125;0.854644775390625;0.522705078125
0.4398193359375;0.952484130859375;0.310333251953125
0.45550537109375;0.94744873046875;0.325225830078125
0.471221923828125;0.942291259765625;0.3399658203125
0.4869384765625;0.93682861328125;0.35467529296875
0.50262451171875;0.877777099609375;0.482635498046875
0.518341064453125;0.8701171875;0.49639892578125
0.5340576171875;0.86224365234375;0.510040283203125
0.549774169921875;0.854156494140625;0.523406982421875
0.565460205078125;0.845855712890625;0.53668212890625
0.5811767578125;0.837310791015625;0.549957275390625
0.596893310546875;0.828704833984375;0.562957763671875
0.61260986328125;0.81976318359375;0.575836181640625
0.6282958984375;0.730804443359375;0.68511962890625
0.644012451171875;0.720062255859375;0.696441650390625
0.65972900390625;0.708984375;0.707672119140625
0.6754150390625;0.6978759765625;0.71868896484375
0.691131591796875;0.845458984375;0.53729248046875
0.70684814453125;0.8369140625;0.550567626953125
0.722564697265625;0.82818603515625;0.563629150390625
0.738250732421875;0.819305419921875;0.576446533203125
0.75396728515625;0.730255126953125;0.685821533203125
0.769683837890625;0.719451904296875;0.697113037109375
