-0.7853982448577881;0.7103731632;-0.7063840628
-0.7696902751922607;0.7213797569;-0.6951408386
-0.7539823055267334;0.7322094440;-0.6837245226
-0.738274335861206;0.7421966791;-0.6728683710
-0.7225663661956787;0.7526744604;-0.6611276865
-0.7068583965301514;0.7629648447;-0.6492254734
-0.691150426864624;0.7730678320;-0.6371611357
-0.6754424571990967;0.7828934193;-0.6250486374
-0.6597344875335693;0.7926148176;-0.6126748323
-0.644026517868042;0.8021390438;-0.6001508236
-0.6283185482025146;0.8114666939;-0.5874780416
-0.6126105785369873;0.8205846548;-0.5746741295
-0.59690260887146;0.8295096159;-0.5617141724
-0.5811947584152222;0.8382292986;-0.5486176014
-0.5654867887496948;0.8467427492;-0.5353840590
-0.5497788190841675;0.8549748659;-0.5221364498
-0.5340708494186401;0.8630706072;-0.5086429119
-0.5183628797531128;0.8709526062;-0.4950257540
-0.5026549100875854;0.8786203861;-0.4812844992
-0.4869469404220581;0.8857759237;-0.4679855108
-0.47123897075653076;0.8930176497;-0.4540148973
-0.4555310010910034;0.9000372887;-0.4399335384
-0.4398230314254761;0.9068371058;-0.4257427454
-0.42411506175994873;0.9133546352;-0.4115734100
-0.4084070920944214;0.9197062254;-0.3971762657
-0.39269912242889404;0.9258304834;-0.3826831579
-0.3769911527633667;0.9317277670;-0.3680943251
-0.36128318309783936;0.9373880625;-0.3534300327
-0.345575213432312;0.9428236485;-0.3386626244
-0.32986724376678467;0.9480262995;-0.3238142729
-0.3141592741012573;0.9529951811;-0.3088833094
-0.29845130443573;0.9576886892;-0.2940096855
-0.2827434539794922;0.9621883631;-0.2789307833
-0.26703548431396484;0.9664503336;-0.2637856007
-0.2513275146484375;0.9704746008;-0.2485727072
-0.23561954498291016;0.9740294218;-0.2342561483
-0.2199115753173828;0.9775891304;-0.2189282179
-0.20420360565185547;0.9809066057;-0.2035479546
-0.18849563598632812;0.9839829206;-0.1881158352
-0.17278766632080078;0.9867918491;-0.1727739573
-0.15707969665527344;0.9893842936;-0.1572530270
-0.1413717269897461;0.9917317629;-0.1416956186
-0.12566375732421875;0.9938348532;-0.1261005402
-0.1099557876586914;0.9956914186;-0.1104925871
-0.09424781799316406;0.9973043203;-0.0948395729
-0.07853984832763672;0.9986706972;-0.0791647434
-0.06283187866210938;0.9997906685;-0.0634688139
-0.04712390899658203;0.9845350981;-0.0479741096
-0.03141593933105469;0.0098416805;0.9676587582
-0.015707969665527344;0.0180310011;0.9831625223
0.0;0.0173437595;-0.0151591301
0.015707850456237793;0.0173339844;0.0165283680
0.03141582012176514;0.0166591406;0.0477162600
0.04712378978729248;-0.015506506; 0.0477252007
0.06283175945281982;0.9997900724;0.0634688139
0.07853972911834717;0.9986701012;0.0791647434
0.09424769878387451;0.9973032475;0.0948395729
0.10995566844940186;0.9956905842;0.1104925871
0.1256636381149292;0.9938347340;0.1261003017
0.14137160778045654;0.9917314053;0.1416953802
0.1570795774459839;0.9893841743;0.1572527885
0.17278754711151123;0.9867922068;0.1727737188
0.18849551677703857;0.9839820862;0.1881157160
0.20420348644256592;0.9809062481;0.2035478354
0.21991145610809326;0.9775885344;0.2189280987
0.2356194257736206;0.9740290642;0.2342560291
0.25132739543914795;0.9704747200;0.2485725880
0.2670353651046753;0.9664502144;0.2637854815
0.28274333477020264;0.9621882439;0.2789306641
0.29845118522644043;0.9576888084;0.2940095663
0.3141591548919678;0.9529950619;0.3088831902
0.3298671245574951;0.9480259418;0.3238141537
0.34557509422302246;0.9428240061;0.3386625051
0.3612830638885498;0.9373881817;0.3534299135
0.37699103355407715;0.9317274094;0.3680942059
0.3926990032196045;0.9258308411;0.3826830387
0.40840697288513184;0.9197063446;0.3971761465
0.4241149425506592;0.9133547544;0.4115732908
0.4398229122161865;0.9068367481;0.4257426262
0.45553088188171387;0.9000376463;0.4399334192
0.4712388515472412;0.8930175304;0.4540147781
0.48694682121276855;0.8857758045;0.4679853916
0.5026547908782959;0.8786209822;0.4812846184
0.5183627605438232;0.8709529638;0.4950258732
0.5340707302093506;0.8630709648;0.5086430311
0.5497786998748779;0.8549754620;0.5221365690
0.5654866695404053;0.8467428684;0.5353841782
0.5811946392059326;0.8382291794;0.5486177206
0.5969024896621704;0.8295097351;0.5617142916
0.6126104593276978;0.8205842972;0.5746742487
0.6283184289932251;0.8114671707;0.5874782801
0.6440263986587524;0.8021399975;0.6001510620
0.6597343683242798;0.7926150560;0.6126750708
0.6754423379898071;0.7828941345;0.6250488758
0.6911503076553345;0.7730683088;0.6371612549
0.7068582773208618;0.7629650831;0.6492255926
0.7225662469863892;0.7526749372;0.6611278057
0.7382742166519165;0.7421976328;0.6728684902
0.7539821863174438;0.7322092056;0.6837246418
0.7696901559829712;0.7213795185;0.6951409578
