theta;cos(theta);sin(theta)
-0.7853982448577881;0.6751343011856079;-0.6965682506561279
-0.7696902751922607;0.6966251134872437;-0.6750766038894653
-0.7539823055267334;0.6966811418533325;-0.6750184297561646
-0.738274335861206;0.7174853086471558;-0.6528611183166504
-0.7225663661956787;0.71753990650177;-0.6528019905090332
-0.7068583965301514;0.7376385927200317;-0.630002498626709
-0.691150426864624;0.7376905679702759;-0.6299408674240112
-0.6754424571990967;0.7570637464523315;-0.6065219640731812
-0.6597344875335693;0.7571139335632324;-0.6064591407775879
-0.644026517868042;0.7757411003112793;-0.5824429988861084
-0.6283185482025146;0.7757896184921265;-0.5823783874511719
-0.6126105785369873;0.7936533689498901;-0.5577884912490845
-0.59690260887146;0.7936998605728149;-0.5577224493026733
-0.5811947584152222;0.8107824325561523;-0.5325849056243896
-0.5654867887496948;0.8108264207839966;-0.5325168371200562
-0.5497788190841675;0.8271114826202393;-0.5068548917770386
-0.5340708494186401;0.8271535634994507;-0.5067863464355469
-0.5183628797531128;0.8426235914230347;-0.48062407970428467
-0.5026549100875854;0.8426637649536133;-0.48055434226989746
-0.4869469404220581;0.8573042154312134;-0.45391881465911865
-0.47123897075653076;0.8573422431945801;-0.4538477659225464
-0.4555310010910034;0.871139645576477;-0.42676663398742676
-0.4398230314254761;0.8711750507354736;-0.4266946315765381
-0.42411506175994873;0.8841148614883423;-0.39919304847717285
-0.4084070920944214;0.884148120880127;-0.39911961555480957
-0.39269912242889404;0.8962177038192749;-0.37122559547424316
-0.3769911527633667;0.8962483406066895;-0.3711506128311157
-0.36128318309783936;0.9074357748031616;-0.3428913354873657
-0.345575213432312;0.9074643850326538;-0.3428158760070801
-0.32986724376678467;0.917758584022522;-0.31421899795532227
-0.3141592741012573;0.9177850484848022;-0.31414270401000977
-0.29845130443573;0.927175760269165;-0.28523683547973633
-0.2827434539794922;0.9271997213363647;-0.2851598262786865
-0.26703548431396484;0.9356777667999268;-0.2559725046157837
-0.2513275146484375;0.9356995820999146;-0.2558952569961548
-0.23561954498291016;0.943256139755249;-0.22645580768585205
-0.2199115753173828;0.943274974822998;-0.22637760639190674
-0.20420360565185547;0.9499043226242065;-0.19671630859375
-0.18849563598632812;0.9499204158782959;-0.19663703441619873
-0.17278766632080078;0.9556148052215576;-0.16678190231323242
-0.15707969665527344;0.9556281566619873;-0.1667017936706543
-0.1413717269897461;0.9603821039199829;-0.13668334484100342
-0.12566375732421875;0.9603930711746216;-0.1366032361984253
-0.1099557876586914;0.9642007350921631;-0.10644865036010742
-0.09424781799316406;0.9642090797424316;-0.10636770725250244
-0.07853984832763672;0.967069149017334;-0.07611024379730225
-0.06283187866210938;0.9670748710632324;-0.07602941989898682
-0.04712390899658203;0.9689822196960449;-0.045696139335632324
-0.03141593933105469;0.9689862728118896;-0.0456157922744751
-0.015707969665527344;0.9699397087097168;-0.01523733139038086
0.0;0.9700593948364258;9.5367431640625e-07
0.015707850456237793;0.96958327293396;0.03038966655731201
0.03141582012176514;0.9695802927017212;0.030470728874206543
0.04712378978729248;0.96815025806427;0.0608295202255249
0.06283175945281982;0.9681448936462402;0.06091034412384033
0.07853972911834717;0.965761661529541;0.0912102460861206
0.09424769878387451;0.965754508972168;0.09128975868225098
0.10995566844940186;0.9624204635620117;0.12150013446807861
0.1256636381149292;0.9624096155166626;0.1215813159942627
0.14137160778045654;0.9581285715103149;0.15167129039764404
0.1570795774459839;0.9581162929534912;0.15175080299377441
0.17278754711151123;0.9528920650482178;0.18169212341308594
0.18849551677703857;0.9528766870498657;0.1817716360092163
0.20420348644256592;0.9467144012451172;0.21153295040130615
0.21991145610809326;0.9466969966888428;0.21161174774169922
0.2356194257736206;0.939603328704834;0.24116528034210205
0.25132739543914795;0.939582109451294;0.24124467372894287
0.2670353651046753;0.9315643310546875;0.270560622215271
0.28274333477020264;0.9315412044525146;0.27063846588134766
0.29845118522644043;0.9226061105728149;0.29968786239624023
0.3141591548919678;0.9225810766220093;0.2997647523880005
0.3298671245574951;0.9127374887466431;0.32851994037628174
0.34557509422302246;0.9127097129821777;0.32859599590301514
0.3612830638885498;0.9019683599472046;0.3570272922515869
0.37699103355407715;0.9019384384155273;0.35710275173187256
0.3926990032196045;0.8903082609176636;0.3851829767227173
0.40840697288513184;0.8902760744094849;0.3852572441101074
0.4241149425506592;0.8777706623077393;0.41295766830444336
0.4398229122161865;0.8777357339859009;0.41303133964538574
0.45553088188171387;0.8643660545349121;0.44032537937164307
0.4712388515472412;0.8643293380737305;0.44039738178253174
0.48694682121276855;0.8501091003417969;0.46725785732269287
0.5026547908782959;0.8500689268112183;0.4673302173614502
0.5183627605438232;0.8350119590759277;0.4937305450439453
0.5340707302093506;0.834970235824585;0.4938011169433594
0.5497786998748779;0.8190912008285522;0.5197153091430664
0.5654866695404053;0.8190479278564453;0.5197838544845581
0.5811946392059326;0.8023622035980225;0.5451873540878296
0.5969024896621704;0.8023173809051514;0.5452535152435303
0.6126104593276978;0.7848424911499023;0.570120096206665
0.6283184289932251;0.7847944498062134;0.5701863765716553
0.6440263986587524;0.7665468454360962;0.5944919586181641
0.6597343683242798;0.7664973735809326;0.5945558547973633
0.6754423379898071;0.7474957704544067;0.6182764768600464
0.6911503076553345;0.7474439144134521;0.6183383464813232
0.7068582773208618;0.7277058362960815;0.6414505243301392
0.7225662469863892;0.7276521921157837;0.6415115594863892
0.7382742166519165;0.7071988582611084;0.6639913320541382
0.7539821863174438;0.7071425914764404;0.6640514135360718
0.7696901559829712;0.6859928369522095;0.6858779191970825
