theta;cos(theta);sin(theta)
-0.7853981633974483;0.7080231104046106;-0.7061892622150481
-0.7696902001294993;0.7171639204025269;-0.6969045205041766
-0.7539822368615503;0.7279648487456143;-0.6856144526973367
-0.7382742735936014;0.7385764992795885;-0.6741696777753532
-0.7225663103256524;0.7490196041762829;-0.6625478332862258
-0.7068583470577035;0.7592786131426692;-0.6507656914182007
-0.6911503837897545;0.76935352711007;-0.6388232535682619
-0.6754424205218055;0.7815960287116468;-0.6237849364988506
-0.6597344572538566;0.7912455033510923;-0.6114986119791865
-0.6440264939859076;0.8007030040025711;-0.5990615151822567
-0.6283185307179586;0.8099549729377031;-0.5864920653402805
-0.6126105674500096;0.8190194857306778;-0.5737657025456429
-0.5969026041820606;0.8278829865157604;-0.5609008478932083
-0.5811946409141118;0.8365454729646444;-0.5478975009173155
-0.5654866776461627;0.8444127840921283;-0.5356930550187826
-0.5497787143782138;0.852679405361414;-0.5224345223978162
-0.5340707511102648;0.8607368958182633;-0.5090500917285681
-0.5183627878423158;0.8685852536000311;-0.4955397634766996
-0.5026548245743669;0.876213300973177;-0.4819234902970493
-0.4869468613064179;0.8836359423585236;-0.468174668494612
-0.47123889803846897;0.8908420000225306;-0.4543132521212101
-0.45553093477052;0.8978314721025527;-0.44033924117684364
-0.439822971502571;0.9045425592921674;-0.4263833463191986
-0.42411500823462206;0.9110939810052514;-0.4121986869722605
-0.40840704496667307;0.9174222224391997;-0.397915146779269
-0.3926990816987241;0.9235272835940123;-0.3835327294655144
-0.37699111843077515;0.9294005581177771;-0.36907262494787574
-0.36128315516282616;0.9350535203702748;-0.3545065773651004
-0.3455751918948772;0.9404775644652545;-0.33985577896237373
-0.32986722862692824;0.9456726890057325;-0.32512023067101836
-0.31415926535897926;0.9516102904453874;-0.3073074291460216
-0.2984513020910303;0.9562955186702311;-0.2924019154161215
-0.28274333882308134;0.9607467628084123;-0.27742685144767165
-0.26703537555513235;0.9649640205316246;-0.26238223584368825
-0.25132741228718336;0.9689414645545185;-0.24729018798097968
-0.23561944901923448;0.9726868662983179;-0.23212121706455946
-0.2199114857512855;0.9761943966150284;-0.21689744014292955
-0.2042035224833365;0.9794640550389886;-0.2016188590787351
-0.18849555921538752;0.9824687209911644;-0.18642749171704054
-0.17278759594743853;0.9852615501731634;-0.1710545993410051
-0.15707963267948966;0.9878135547041893;-0.1556418309919536
-0.14137166941154067;0.9901247336529195;-0.14018918853253126
-0.12566370614359168;0.9921920602209866;-0.12471934268251061
-0.10995574287564269;0.9940195698291063;-0.1092020645737648
-0.0942477796076937;0.9956042375415564;-0.09366002585738897
-0.07853981633974472;0.9969460591673851;-0.07809322653338313
-0.06283185307179584;0.9979748786427081;-0.0636092834174633
-0.04712388980384685;0.9988468964584172;-0.04800911387428641
-0.031415926535897865;0.9994750092737377;-0.032399130053818226
-0.015707963267948877;0.999859216157347;-0.016779331024736166
0.0;1.0;0.0
0.015707963267948988;0.999859216157347;0.016779331024736166
0.031415926535897976;0.9994750092737377;0.032399130053818226
0.04712388980384696;0.9988468964584172;0.04800911387428641
0.06283185307179595;0.9979748786427081;0.0636092834174633
0.07853981633974494;0.9969460591673851;0.07809322653338313
0.09424777960769393;0.9956042375415564;0.09366002585738897
0.1099557428756428;0.9940195698291063;0.1092020645737648
0.1256637061435918;0.9921920602209866;0.12471934268251061
0.14137166941154078;0.9901247336529195;0.14018918853253126
0.15707963267948977;0.9878135547041893;0.1556418309919536
0.17278759594743875;0.9852615501731634;0.1710545993410051
0.18849555921538763;0.9824687209911644;0.18642749171704054
0.20420352248333662;0.9794640550389886;0.2016188590787351
0.2199114857512856;0.9761943966150284;0.21689744014292955
0.23561944901923448;0.9726868662983179;0.23212121706455946
0.2513274122871836;0.9689414645545185;0.24729018798097968
0.26703537555513246;0.9649640205316246;0.26238223584368825
0.28274333882308156;0.9607467628084123;0.27742685144767165
0.29845130209103043;0.9562955186702311;0.2924019154161215
0.3141592653589793;0.9516102904453874;0.3073074291460216
0.3298672286269284;0.9456726890057325;0.32512023067101836
0.3455751918948773;0.9404775644652545;0.33985577896237373
0.3612831551628264;0.9350535203702748;0.3545065773651004
0.37699111843077526;0.9294005581177771;0.36907262494787574
0.39269908169872414;0.9235272835940123;0.3835327294655144
0.40840704496667324;0.9174222224391997;0.397915146779269
0.4241150082346221;0.9110939810052514;0.4121986869722605
0.4398229715025712;0.9045425592921674;0.4263833463191986
0.4555309347705201;0.8978314721025527;0.44033924117684364
0.47123889803846897;0.8908420000225306;0.4543132521212101
0.48694686130641807;0.8836359423585236;0.468174668494612
0.5026548245743669;0.876213300973177;0.4819234902970493
0.518362787842316;0.8685852536000311;0.4955397634766996
0.5340707511102649;0.8607368958182633;0.5090500917285681
0.549778714378214;0.852679405361414;0.5224345223978162
0.5654866776461629;0.8444127840921283;0.5356930550187826
0.5811946409141118;0.8365454729646444;0.5478975009173155
0.5969026041820609;0.8278829865157604;0.5609008478932083
0.6126105674500097;0.8190194857306778;0.5737657025456429
0.6283185307179588;0.8099549729377031;0.5864920653402805
0.6440264939859077;0.8007030040025711;0.5990615151822567
0.6597344572538566;0.7912455033510923;0.6114986119791865
0.6754424205218057;0.7815960287116468;0.6237849364988506
0.6911503837897546;0.76935352711007;0.6388232535682619
0.7068583470577037;0.7592786131426692;0.6507656914182007
0.7225663103256525;0.7490196041762829;0.6625478332862258
0.7382742735936014;0.7385764992795885;0.6741696777753532
0.7539822368615505;0.7279648487456143;0.6856144526973367
0.7696902001294994;0.7171639204025269;0.6969045205041766
